case_id,student_id,course_code,course_name,faculty_name,incident_date,violation_type,severity,status,description
AI000142,S007335,HIST147,Introduction to History,Dr. Reginald Robinson,2025-02-25,Unauthorized Collaboration,Moderate,Resolved - Sanction Issued,Dr. Reginald Robinson submitted a report alleging unauthorized collaboration in HIST147.
AI000143,S007616,MATH309,Advanced Mathematics,Dr. Jason Hahn,2025-02-25,Fabrication of Data,Minor,Resolved - No Violation Found,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000144,S002967,BUS368,Advanced Business Administration,Dr. Susan Rogers,2025-02-26,Unauthorized Collaboration,Minor,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000145,S006619,BUS264,Intermediate Business Administration,Dr. Lisa Smith,2025-02-27,Plagiarism,Minor,Resolved - Sanction Issued,"During grading, Dr. Lisa Smith identified indicators consistent with plagiarism."
AI000146,S000108,HIST177,Intermediate History,Prof. Alexander Le,2025-03-01,Plagiarism,Serious,Under Investigation,A case of plagiarism was flagged via the course's academic integrity review process.
AI000147,S006646,CS238,Advanced Computer Science,Prof. Megan Parsons,2025-03-01,Exam Impersonation,Moderate,Appealed,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000148,S007361,POL202,Principles of Political Science,Prof. Craig Ramirez,2025-03-03,Duplicate Submission,Minor,Resolved - Sanction Issued,"During grading, Prof. Craig Ramirez identified indicators consistent with duplicate submission."
AI000149,S008335,PSY454,Principles of Psychology,Dr. Lisa Smith,2025-03-03,Contract Cheating,Severe,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for contract cheating.
AI000150,S003066,EE479,Advanced Electrical Engineering,Dr. Lisa Smith,2025-03-04,Plagiarism,Serious,Resolved - No Violation Found,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000151,S003785,ENG137,English Seminar,Prof. Erin Herrera,2025-03-06,Duplicate Submission,Minor,Under Investigation,Prof. Erin Herrera submitted a report alleging duplicate submission in ENG137.
AI000152,S008669,NUR444,Nursing Seminar,Dr. Jeremy Roberts,2025-03-09,Plagiarism,Moderate,Resolved - No Violation Found,A case of plagiarism was flagged via the course's academic integrity review process.
AI000153,S005728,NUR264,Advanced Nursing,Dr. Joseph Zuniga,2025-03-10,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Dr. Joseph Zuniga submitted a report alleging unauthorized materials in NUR264.
AI000154,S008077,BIO423,Biology Seminar,Prof. Erin Herrera,2025-03-10,Contract Cheating,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000155,S001669,PSY482,Topics in Psychology,Dr. Whitney Hicks,2025-03-11,Fabrication of Data,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for fabrication of data.
AI000156,S001018,ECON388,Topics in Economics,Dr. Reginald Robinson,2025-03-13,Duplicate Submission,Serious,Under Investigation,Dr. Reginald Robinson submitted a report alleging duplicate submission in ECON388.
AI000157,S002270,BUS443,Business Administration Fundamentals,Prof. Jill Rhodes,2025-03-15,Unauthorized Materials,Minor,Under Investigation,Faculty member reported a suspected case of unauthorized materials in a submitted assignment.
AI000158,S005112,BIO462,Intermediate Biology,Prof. Kenneth Fowler,2025-03-15,Unauthorized Materials,Moderate,Appealed,Prof. Kenneth Fowler submitted a report alleging unauthorized materials in BIO462.
AI000159,S000974,PSY488,Advanced Psychology,Dr. Anthony Gonzalez,2025-03-16,Unauthorized Use of AI Tools,Minor,Resolved - No Violation Found,A case of unauthorized use of ai tools was flagged via the course's academic integrity review process.
AI000160,S003186,BUS341,Topics in Business Administration,Prof. Craig Ramirez,2025-03-17,Unauthorized Collaboration,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000161,S003746,MATH276,Mathematics Fundamentals,Prof. Amanda Dudley,2025-03-17,Plagiarism,Moderate,Resolved - Sanction Issued,"During grading, Prof. Amanda Dudley identified indicators consistent with plagiarism."
AI000162,S004010,ENG118,English Seminar,Dr. Robert Johnson,2025-03-19,Exam Impersonation,Moderate,Resolved - Sanction Issued,"During grading, Dr. Robert Johnson identified indicators consistent with exam impersonation."
AI000163,S003066,SOC215,Advanced Sociology,Dr. George Daniel,2025-03-20,Exam Impersonation,Minor,Under Investigation,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000164,S001936,CS392,Intermediate Computer Science,Prof. Megan Parsons,2025-03-21,Plagiarism,Moderate,Under Investigation,A case of plagiarism was flagged via the course's academic integrity review process.
AI000165,S009114,ECON125,Economics Seminar,Dr. Diana Foster,2025-03-23,Duplicate Submission,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for duplicate submission.
AI000166,S006274,POL307,Introduction to Political Science,Prof. Anna Baker,2025-03-25,Exam Impersonation,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for exam impersonation.
AI000167,S002931,ECON366,Introduction to Economics,Dr. Linda Wolfe,2025-03-27,Plagiarism,Minor,Under Investigation,Dr. Linda Wolfe submitted a report alleging plagiarism in ECON366.
AI000168,S002270,PHYS437,Advanced Physics,Dr. Tasha Valencia,2025-03-28,Contract Cheating,Severe,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for contract cheating.
AI000169,S002277,POL273,Principles of Political Science,Dr. Anthony Gonzalez,2025-03-31,Duplicate Submission,Moderate,Resolved - Sanction Issued,"During grading, Dr. Anthony Gonzalez identified indicators consistent with duplicate submission."
AI000170,S006548,PHYS466,Physics Seminar,Prof. Christopher Hall,2025-04-01,Unauthorized Materials,Minor,Resolved - Sanction Issued,Prof. Christopher Hall submitted a report alleging unauthorized materials in PHYS466.
AI000171,S000467,PSY208,Introduction to Psychology,Dr. Danielle Johnson,2025-04-02,Unauthorized Collaboration,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000172,S004393,ECON219,Intermediate Economics,Prof. Alexander Le,2025-04-03,Unauthorized Materials,Minor,Resolved - No Violation Found,Prof. Alexander Le submitted a report alleging unauthorized materials in ECON219.
AI000173,S001060,MATH102,Introduction to Mathematics,Dr. Susan Rogers,2025-04-08,Exam Impersonation,Moderate,Resolved - No Violation Found,Dr. Susan Rogers submitted a report alleging exam impersonation in MATH102.
AI000174,S009532,ENG435,Advanced English,Dr. Jeremy Roberts,2025-04-09,Duplicate Submission,Serious,Resolved - No Violation Found,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000175,S006752,NUR154,Introduction to Nursing,Prof. Kenneth Fowler,2025-04-09,Duplicate Submission,Minor,Appealed,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000176,S009809,BIO243,Introduction to Biology,Prof. Joseph Davidson,2025-04-10,Exam Impersonation,Moderate,Under Investigation,"During grading, Prof. Joseph Davidson identified indicators consistent with exam impersonation."
AI000177,S000317,POL213,Political Science Fundamentals,Dr. Lindsay Blair,2025-04-10,Unauthorized Materials,Moderate,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000178,S001562,CS130,Computer Science Fundamentals,Dr. Danielle Johnson,2025-04-11,Unauthorized Collaboration,Serious,Resolved - Sanction Issued,Dr. Danielle Johnson submitted a report alleging unauthorized collaboration in CS130.
AI000179,S000465,PHYS190,Advanced Physics,Prof. Brenda Hurst,2025-04-15,Plagiarism,Minor,Resolved - No Violation Found,"During grading, Prof. Brenda Hurst identified indicators consistent with plagiarism."
AI000180,S007201,ME165,Introduction to Mechanical Engineering,Dr. Janet Williams,2025-04-18,Exam Impersonation,Moderate,Under Investigation,Student was referred to the Academic Integrity Office for exam impersonation.
AI000181,S001430,PSY338,Principles of Psychology,Prof. Christopher Hall,2025-04-19,Exam Impersonation,Minor,Pending Review,Student was referred to the Academic Integrity Office for exam impersonation.
AI000182,S005290,EE353,Intermediate Electrical Engineering,Dr. Jeffery Wagner,2025-04-20,Plagiarism,Serious,Under Investigation,Student was referred to the Academic Integrity Office for plagiarism.
AI000183,S006375,BIO453,Biology Fundamentals,Dr. Wendy Rice,2025-04-21,Plagiarism,Moderate,Resolved - Sanction Issued,A case of plagiarism was flagged via the course's academic integrity review process.
AI000184,S003652,CHEM272,Principles of Chemistry,Dr. Rita Harrell,2025-04-21,Fabrication of Data,Minor,Resolved - Sanction Issued,Dr. Rita Harrell submitted a report alleging fabrication of data in CHEM272.
AI000185,S001655,MATH343,Topics in Mathematics,Dr. Whitney Hicks,2025-04-22,Unauthorized Materials,Serious,Resolved - No Violation Found,"During grading, Dr. Whitney Hicks identified indicators consistent with unauthorized materials."
AI000186,S001299,SOC281,Sociology Seminar,Prof. Robin Ellis,2025-04-24,Unauthorized Materials,Minor,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000187,S004926,POL129,Political Science Fundamentals,Dr. Jason Hahn,2025-04-26,Cheating on Exam,Minor,Under Investigation,Faculty member reported a suspected case of cheating on exam in a submitted assignment.
AI000188,S004445,NUR281,Introduction to Nursing,Dr. Linda Wolfe,2025-05-01,Plagiarism,Serious,Resolved - Sanction Issued,"During grading, Dr. Linda Wolfe identified indicators consistent with plagiarism."
AI000189,S001896,PSY376,Principles of Psychology,Prof. Erin Herrera,2025-05-03,Duplicate Submission,Severe,Resolved - Sanction Issued,Prof. Erin Herrera submitted a report alleging duplicate submission in PSY376.
AI000190,S000017,POL116,Political Science Seminar,Prof. Laura Henderson,2025-05-04,Unauthorized Materials,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized materials.
AI000191,S002031,CS246,Computer Science Fundamentals,Dr. Jason Hahn,2025-05-04,Unauthorized Use of AI Tools,Moderate,Pending Review,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000192,S003409,CS387,Computer Science Fundamentals,Prof. Laura Henderson,2025-05-06,Contract Cheating,Serious,Resolved - No Violation Found,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000193,S007929,BIO165,Biology Seminar,Prof. Veronica Bowman,2025-05-06,Unauthorized Materials,Severe,Appealed,Faculty member reported a suspected case of unauthorized materials in a submitted assignment.
AI000194,S000331,BIO386,Topics in Biology,Dr. Debra Gardner,2025-05-07,Fabrication of Data,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for fabrication of data.
AI000195,S001204,SOC115,Advanced Sociology,Prof. Jeremy Johnson,2025-05-07,Unauthorized Collaboration,Moderate,Resolved - Sanction Issued,"During grading, Prof. Jeremy Johnson identified indicators consistent with unauthorized collaboration."
AI000196,S000414,ENG333,Advanced English,Prof. Megan Parsons,2025-05-07,Cheating on Exam,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for cheating on exam.
AI000197,S003893,SOC322,Sociology Seminar,Prof. Nancy Edwards,2025-05-11,Unauthorized Collaboration,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000198,S004366,CHEM231,Introduction to Chemistry,Dr. Jeffery Wagner,2025-05-12,Exam Impersonation,Moderate,Resolved - Sanction Issued,Dr. Jeffery Wagner submitted a report alleging exam impersonation in CHEM231.
AI000199,S007254,ENG295,Introduction to English,Dr. Jason Hahn,2025-05-13,Exam Impersonation,Minor,Under Investigation,"During grading, Dr. Jason Hahn identified indicators consistent with exam impersonation."
AI000200,S009058,CHEM281,Principles of Chemistry,Dr. Bryan James,2025-05-18,Unauthorized Materials,Serious,Pending Review,Dr. Bryan James submitted a report alleging unauthorized materials in CHEM281.
AI000201,S001729,BUS207,Business Administration Fundamentals,Dr. Wendy Rice,2025-05-20,Unauthorized Use of AI Tools,Severe,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized use of ai tools in a submitted assignment.
AI000202,S008921,HIST201,Advanced History,Prof. Vincent White,2025-05-21,Plagiarism,Serious,Resolved - Sanction Issued,Prof. Vincent White submitted a report alleging plagiarism in HIST201.
AI000203,S004040,SOC291,Sociology Fundamentals,Prof. Jeffrey Lawrence,2025-05-23,Unauthorized Materials,Moderate,Resolved - No Violation Found,"During grading, Prof. Jeffrey Lawrence identified indicators consistent with unauthorized materials."
AI000204,S006014,SOC448,Introduction to Sociology,Prof. Maria Montgomery,2025-05-24,Exam Impersonation,Moderate,Pending Review,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000205,S009443,ENG268,English Seminar,Dr. Patricia Miller,2025-05-28,Plagiarism,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for plagiarism.
AI000206,S008504,EE351,Introduction to Electrical Engineering,Prof. Kenneth Fowler,2025-05-30,Plagiarism,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for plagiarism.
AI000207,S005548,ME294,Introduction to Mechanical Engineering,Prof. Robin Ellis,2025-05-31,Plagiarism,Minor,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for plagiarism.
AI000208,S001077,POL358,Introduction to Political Science,Dr. Melanie Munoz,2025-06-06,Duplicate Submission,Serious,Resolved - No Violation Found,"During grading, Dr. Melanie Munoz identified indicators consistent with duplicate submission."
AI000209,S006063,POL459,Political Science Seminar,Prof. Daniel Graham,2025-06-07,Contract Cheating,Moderate,Appealed,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000210,S007625,POL458,Political Science Seminar,Dr. Susan Rogers,2025-06-10,Plagiarism,Minor,Resolved - Sanction Issued,"During grading, Dr. Susan Rogers identified indicators consistent with plagiarism."
AI000211,S003619,BIO138,Biology Fundamentals,Dr. George Daniel,2025-06-13,Exam Impersonation,Moderate,Pending Review,Student was referred to the Academic Integrity Office for exam impersonation.
AI000212,S007533,CS268,Topics in Computer Science,Dr. Susan Rogers,2025-06-13,Unauthorized Collaboration,Serious,Appealed,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000213,S001918,ME236,Intermediate Mechanical Engineering,Prof. Daniel Graham,2025-06-15,Plagiarism,Moderate,Pending Review,A case of plagiarism was flagged via the course's academic integrity review process.
AI000214,S009224,EE385,Introduction to Electrical Engineering,Dr. Susan Rogers,2025-06-19,Unauthorized Materials,Moderate,Resolved - No Violation Found,"During grading, Dr. Susan Rogers identified indicators consistent with unauthorized materials."
AI000215,S008711,ENG246,English Fundamentals,Prof. Jeremy Johnson,2025-06-20,Unauthorized Use of AI Tools,Serious,Resolved - Sanction Issued,"During grading, Prof. Jeremy Johnson identified indicators consistent with unauthorized use of ai tools."
AI000216,S000414,HIST153,History Fundamentals,Dr. Linda Wolfe,2025-06-21,Cheating on Exam,Minor,Pending Review,Dr. Linda Wolfe submitted a report alleging cheating on exam in HIST153.
AI000217,S000465,PSY212,Principles of Psychology,Dr. Danielle Johnson,2025-06-23,Cheating on Exam,Minor,Appealed,Dr. Danielle Johnson submitted a report alleging cheating on exam in PSY212.
AI000218,S004099,ECON385,Economics Seminar,Prof. Robin Ellis,2025-06-25,Unauthorized Use of AI Tools,Severe,Pending Review,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000219,S002611,CS297,Topics in Computer Science,Dr. Janet Williams,2025-06-28,Cheating on Exam,Serious,Under Investigation,A case of cheating on exam was flagged via the course's academic integrity review process.
AI000220,S009058,ME390,Introduction to Mechanical Engineering,Dr. Wendy Rice,2025-06-30,Unauthorized Collaboration,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000221,S007289,CS388,Advanced Computer Science,Prof. Craig Ramirez,2025-07-03,Exam Impersonation,Moderate,Under Investigation,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000222,S006635,HIST304,Advanced History,Dr. Christopher Davis,2025-07-03,Contract Cheating,Severe,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000223,S008046,HIST287,Principles of History,Dr. Lisa Smith,2025-07-05,Exam Impersonation,Moderate,Pending Review,A case of exam impersonation was flagged via the course's academic integrity review process.
AI000224,S006545,ME226,Introduction to Mechanical Engineering,Dr. Susan Rogers,2025-07-08,Contract Cheating,Minor,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000225,S001502,BUS307,Principles of Business Administration,Prof. Nancy Baker,2025-07-09,Fabrication of Data,Moderate,Appealed,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000226,S004843,BUS389,Advanced Business Administration,Dr. Anthony Gonzalez,2025-07-09,Cheating on Exam,Serious,Resolved - Sanction Issued,A case of cheating on exam was flagged via the course's academic integrity review process.
AI000227,S000016,POL128,Topics in Political Science,Prof. Brenda Hurst,2025-07-09,Duplicate Submission,Minor,Pending Review,"During grading, Prof. Brenda Hurst identified indicators consistent with duplicate submission."
AI000228,S005338,ENG490,Advanced English,Dr. Patricia Miller,2025-07-10,Plagiarism,Moderate,Under Investigation,A case of plagiarism was flagged via the course's academic integrity review process.
AI000229,S007024,ENG190,English Seminar,Dr. Shawn Mckay,2025-07-11,Exam Impersonation,Minor,Resolved - Sanction Issued,"During grading, Dr. Shawn Mckay identified indicators consistent with exam impersonation."
AI000230,S007591,EE239,Introduction to Electrical Engineering,Dr. Patricia Miller,2025-07-13,Exam Impersonation,Serious,Under Investigation,"During grading, Dr. Patricia Miller identified indicators consistent with exam impersonation."
AI000231,S004619,BIO242,Advanced Biology,Dr. Christopher Williams,2025-07-15,Unauthorized Materials,Minor,Resolved - Sanction Issued,Dr. Christopher Williams submitted a report alleging unauthorized materials in BIO242.
AI000232,S001587,BUS484,Advanced Business Administration,Prof. Deborah Lynch,2025-07-15,Exam Impersonation,Moderate,Under Investigation,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000233,S008846,MATH369,Mathematics Fundamentals,Dr. Diana Foster,2025-07-16,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,"During grading, Dr. Diana Foster identified indicators consistent with unauthorized collaboration."
AI000234,S009134,CS101,Introduction to Computer Science,Dr. Wendy Rice,2025-07-16,Fabrication of Data,Moderate,Pending Review,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000235,S007542,BUS178,Topics in Business Administration,Dr. Wendy Rice,2025-07-17,Unauthorized Materials,Moderate,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000236,S008739,HIST334,Principles of History,Dr. Joshua Walker,2025-07-23,Unauthorized Materials,Minor,Resolved - Sanction Issued,Dr. Joshua Walker submitted a report alleging unauthorized materials in HIST334.
AI000237,S001655,BIO371,Biology Fundamentals,Prof. Michelle Ray,2025-07-27,Cheating on Exam,Minor,Pending Review,"During grading, Prof. Michelle Ray identified indicators consistent with cheating on exam."
AI000238,S009400,PHYS103,Physics Fundamentals,Prof. Cynthia Diaz,2025-07-28,Unauthorized Materials,Minor,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000239,S002302,BUS417,Business Administration Seminar,Prof. Craig Ramirez,2025-07-28,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000240,S007059,HIST432,Intermediate History,Dr. Chelsea Hernandez,2025-07-29,Cheating on Exam,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of cheating on exam in a submitted assignment.
AI000241,S006393,PHYS345,Topics in Physics,Dr. Janet Williams,2025-08-01,Plagiarism,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000242,S002241,ENG489,Advanced English,Prof. Leslie Adams,2025-08-02,Fabrication of Data,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for fabrication of data.
AI000243,S000917,SOC128,Topics in Sociology,Dr. Joseph Zuniga,2025-08-04,Unauthorized Use of AI Tools,Minor,Resolved - Sanction Issued,"During grading, Dr. Joseph Zuniga identified indicators consistent with unauthorized use of ai tools."
AI000244,S003980,HIST169,History Fundamentals,Dr. Frank Gray,2025-08-10,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000245,S003507,POL104,Advanced Political Science,Dr. Jeremy Roberts,2025-08-11,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized materials.
AI000246,S002273,HIST134,Topics in History,Dr. Joseph Zuniga,2025-08-13,Contract Cheating,Minor,Resolved - Sanction Issued,Dr. Joseph Zuniga submitted a report alleging contract cheating in HIST134.
AI000247,S006549,ME152,Intermediate Mechanical Engineering,Prof. Nancy Edwards,2025-08-17,Unauthorized Collaboration,Moderate,Resolved - No Violation Found,A case of unauthorized collaboration was flagged via the course's academic integrity review process.
AI000248,S007012,BUS443,Intermediate Business Administration,Dr. Christopher Davis,2025-08-23,Exam Impersonation,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000249,S008349,CS460,Computer Science Fundamentals,Dr. Mitchell Clark,2025-08-30,Plagiarism,Moderate,Resolved - Sanction Issued,A case of plagiarism was flagged via the course's academic integrity review process.
AI000250,S007478,SOC204,Sociology Fundamentals,Dr. Bryan James,2025-09-02,Exam Impersonation,Moderate,Under Investigation,Dr. Bryan James submitted a report alleging exam impersonation in SOC204.
AI000251,S008940,ENG193,English Seminar,Dr. Diana Foster,2025-09-03,Unauthorized Use of AI Tools,Serious,Resolved - Sanction Issued,A case of unauthorized use of ai tools was flagged via the course's academic integrity review process.
AI000252,S004760,BIO317,Topics in Biology,Prof. Joseph Davidson,2025-09-03,Contract Cheating,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000253,S000414,ECON108,Introduction to Economics,Prof. Leslie Adams,2025-09-05,Cheating on Exam,Moderate,Appealed,Prof. Leslie Adams submitted a report alleging cheating on exam in ECON108.
AI000254,S004020,SOC254,Sociology Seminar,Prof. Veronica Bowman,2025-09-12,Unauthorized Materials,Minor,Resolved - Sanction Issued,"During grading, Prof. Veronica Bowman identified indicators consistent with unauthorized materials."
AI000255,S006993,BIO175,Biology Fundamentals,Dr. Jeffery Wagner,2025-09-16,Unauthorized Use of AI Tools,Minor,Resolved - Sanction Issued,Dr. Jeffery Wagner submitted a report alleging unauthorized use of ai tools in BIO175.
AI000256,S005115,CHEM496,Chemistry Fundamentals,Prof. Nancy Baker,2025-09-19,Unauthorized Use of AI Tools,Moderate,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000257,S003507,CS269,Introduction to Computer Science,Dr. Daniel Burton,2025-09-19,Unauthorized Collaboration,Serious,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000258,S001994,NUR327,Introduction to Nursing,Prof. Robin Ellis,2025-09-20,Exam Impersonation,Moderate,Under Investigation,Prof. Robin Ellis submitted a report alleging exam impersonation in NUR327.
AI000259,S009058,NUR221,Advanced Nursing,Prof. Anna Baker,2025-09-20,Contract Cheating,Moderate,Under Investigation,A case of contract cheating was flagged via the course's academic integrity review process.
AI000260,S001655,HIST104,Topics in History,Dr. Mitchell Clark,2025-09-21,Unauthorized Use of AI Tools,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized use of ai tools in a submitted assignment.
AI000261,S004802,PSY416,Introduction to Psychology,Dr. Tasha Valencia,2025-09-21,Fabrication of Data,Serious,Under Investigation,"During grading, Dr. Tasha Valencia identified indicators consistent with fabrication of data."
AI000262,S006788,POL415,Intermediate Political Science,Prof. Anna Baker,2025-09-22,Contract Cheating,Serious,Under Investigation,"During grading, Prof. Anna Baker identified indicators consistent with contract cheating."
AI000263,S002694,ENG487,Introduction to English,Dr. Frank Gray,2025-09-25,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000264,S005759,BIO484,Topics in Biology,Prof. Nancy Baker,2025-09-26,Plagiarism,Serious,Under Investigation,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000265,S005720,POL408,Political Science Fundamentals,Prof. Veronica Bowman,2025-09-27,Unauthorized Collaboration,Serious,Pending Review,Prof. Veronica Bowman submitted a report alleging unauthorized collaboration in POL408.
AI000266,S005700,ME286,Introduction to Mechanical Engineering,Dr. George Daniel,2025-10-01,Exam Impersonation,Moderate,Resolved - Sanction Issued,A case of exam impersonation was flagged via the course's academic integrity review process.
AI000267,S003624,CS265,Intermediate Computer Science,Dr. Jason Hahn,2025-10-04,Exam Impersonation,Severe,Under Investigation,Student was referred to the Academic Integrity Office for exam impersonation.
AI000268,S008554,EE331,Intermediate Electrical Engineering,Dr. Daniel Burton,2025-10-05,Exam Impersonation,Minor,Pending Review,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000269,S009169,PHYS234,Principles of Physics,Dr. Reginald Robinson,2025-10-06,Unauthorized Use of AI Tools,Moderate,Under Investigation,A case of unauthorized use of ai tools was flagged via the course's academic integrity review process.
AI000270,S009431,CHEM144,Topics in Chemistry,Dr. Daniel Burton,2025-10-07,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Dr. Daniel Burton submitted a report alleging unauthorized use of ai tools in CHEM144.
AI000271,S009711,HIST251,Advanced History,Dr. Robert Johnson,2025-10-07,Unauthorized Collaboration,Serious,Resolved - No Violation Found,A case of unauthorized collaboration was flagged via the course's academic integrity review process.
AI000272,S004605,POL108,Topics in Political Science,Prof. Michelle Ray,2025-10-09,Unauthorized Use of AI Tools,Moderate,Under Investigation,Prof. Michelle Ray submitted a report alleging unauthorized use of ai tools in POL108.
AI000273,S002079,ECON198,Economics Seminar,Dr. Susan Rogers,2025-10-10,Plagiarism,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000274,S005136,BIO132,Biology Seminar,Prof. Anna Baker,2025-10-11,Cheating on Exam,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for cheating on exam.
AI000275,S006711,PSY400,Intermediate Psychology,Prof. Brenda Hurst,2025-10-11,Fabrication of Data,Severe,Resolved - Sanction Issued,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000276,S000029,CHEM160,Principles of Chemistry,Dr. Danielle Johnson,2025-10-11,Fabrication of Data,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for fabrication of data.
AI000277,S000554,BUS369,Intermediate Business Administration,Dr. Janet Williams,2025-10-12,Exam Impersonation,Moderate,Resolved - Sanction Issued,Dr. Janet Williams submitted a report alleging exam impersonation in BUS369.
AI000278,S006715,BIO136,Introduction to Biology,Prof. Robin Ellis,2025-10-12,Cheating on Exam,Minor,Under Investigation,Student was referred to the Academic Integrity Office for cheating on exam.
AI000279,S000663,BUS266,Intermediate Business Administration,Prof. Nancy Baker,2025-10-16,Fabrication of Data,Severe,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for fabrication of data.
AI000280,S005316,SOC181,Sociology Seminar,Prof. Brenda Hurst,2025-10-18,Duplicate Submission,Minor,Resolved - No Violation Found,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000281,S005948,PHYS188,Physics Fundamentals,Dr. Christopher Davis,2025-10-18,Unauthorized Collaboration,Moderate,Appealed,A case of unauthorized collaboration was flagged via the course's academic integrity review process.
AI000282,S008006,SOC364,Intermediate Sociology,Dr. Rita Harrell,2025-10-18,Unauthorized Collaboration,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000283,S007592,BUS397,Topics in Business Administration,Dr. Jason Hahn,2025-10-21,Contract Cheating,Minor,Under Investigation,Dr. Jason Hahn submitted a report alleging contract cheating in BUS397.
AI000284,S002202,EE443,Advanced Electrical Engineering,Prof. Leslie Adams,2025-10-21,Fabrication of Data,Serious,Resolved - Sanction Issued,"During grading, Prof. Leslie Adams identified indicators consistent with fabrication of data."
