report_id,reported_student_id,reporter_type,submitted_date,category,location,priority,description,anonymous
WR000211,S007178,Student,2024-12-29,Alcohol/Drug Concern,Fine Arts Center,Medium,A concern was submitted regarding possible alcohol/drug concern near Fine Arts Center.,False
WR000212,S001995,Anonymous,2024-12-30,Property Damage,Aspen Court,High,Reporter describes an incident involving property damage that occurred at Aspen Court.,True
WR000213,S004927,Student,2024-12-31,Discrimination,Maple Ridge Hall,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000214,S001624,Faculty,2025-01-02,Sexual Misconduct,Highland Hall,Medium,Reporter describes an incident involving sexual misconduct that occurred at Highland Hall.,False
WR000215,S008654,Parent,2025-01-03,Theft,Science Building,High,A concern was submitted regarding possible theft near Science Building.,False
WR000216,S009950,Student,2025-01-03,Discrimination,Birchwood Hall,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000217,,Community Member,2025-01-04,Property Damage,Cedar Crest Hall,Low,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000218,,Student,2025-01-04,Sexual Misconduct,Sunrise Commons,Medium,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000219,S004777,Staff,2025-01-08,Other,Riverbend Hall,Medium,Reporter describes an incident involving other that occurred at Riverbend Hall.,False
WR000220,S000938,Student,2025-01-09,Alcohol/Drug Concern,Lakeside Terrace,High,Submission describes an ongoing issue related to alcohol/drug concern at Lakeside Terrace.,False
WR000221,S000278,Community Member,2025-01-13,Other,Sunrise Commons,Low,A concern was submitted regarding possible other near Sunrise Commons.,False
WR000222,S002799,Staff,2025-01-15,Bullying/Harassment,Fine Arts Center,Medium,A concern was submitted regarding possible bullying/harassment near Fine Arts Center.,False
WR000223,,Student,2025-01-16,Sexual Misconduct,Cedar Crest Hall,High,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000224,S007127,Faculty,2025-01-16,Property Damage,Aspen Court,Low,Reporter states they witnessed behavior consistent with property damage.,False
WR000225,S001342,Student,2025-01-16,Bullying/Harassment,Maple Ridge Hall,Medium,A concern was submitted regarding possible bullying/harassment near Maple Ridge Hall.,False
WR000226,S000856,Anonymous,2025-01-18,Academic Dishonesty,Willow Creek Hall,Medium,Reporter states they witnessed behavior consistent with academic dishonesty.,True
WR000227,S002783,Student,2025-01-18,Discrimination,Bellview Hall,Low,Submission describes an ongoing issue related to discrimination at Bellview Hall.,False
WR000228,,Student,2025-01-18,Other,Sunrise Commons,High,Submission describes an ongoing issue related to other at Sunrise Commons.,False
WR000229,S003401,Staff,2025-01-19,Alcohol/Drug Concern,Online / Remote,Low,Submission describes an ongoing issue related to alcohol/drug concern at Online / Remote.,False
WR000230,S004168,Faculty,2025-01-21,Academic Dishonesty,Cedar Crest Hall,Low,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000231,,Anonymous,2025-01-21,Mental Health Concern,Cedar Crest Hall,High,A concern was submitted regarding possible mental health concern near Cedar Crest Hall.,True
WR000232,S004032,Anonymous,2025-01-21,Theft,Library,Low,Reporter describes an incident involving theft that occurred at Library.,True
WR000233,,Anonymous,2025-01-21,Academic Dishonesty,Main Quad,High,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000234,S009162,Anonymous,2025-01-22,Discrimination,Library,Medium,Concern raised about discrimination; reporter requests follow-up from staff.,True
WR000235,S006344,Student,2025-01-23,Academic Dishonesty,Willow Creek Hall,Low,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000236,,Anonymous,2025-01-26,Hazing,Cedar Crest Hall,Low,Reporter describes an incident involving hazing that occurred at Cedar Crest Hall.,True
WR000237,,Parent,2025-01-26,Academic Dishonesty,Lakeside Terrace,Low,Reporter describes an incident involving academic dishonesty that occurred at Lakeside Terrace.,False
WR000238,S003485,Anonymous,2025-01-27,Hazing,Aspen Court,Medium,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000239,,Faculty,2025-01-27,Mental Health Concern,Off-Campus Housing,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000240,S009601,Staff,2025-01-27,Bias Incident,Off-Campus Housing,Low,Reporter describes an incident involving bias incident that occurred at Off-Campus Housing.,False
WR000241,,Staff,2025-01-29,Academic Dishonesty,East Lot,Low,Reporter describes an incident involving academic dishonesty that occurred at East Lot.,False
WR000242,S008212,Student,2025-01-29,Property Damage,Highland Hall,High,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000243,,Community Member,2025-01-29,Discrimination,Harborview Hall,High,Reporter states they witnessed behavior consistent with discrimination.,False
WR000244,,Anonymous,2025-01-30,Safety Hazard,West Parking Garage,Medium,A concern was submitted regarding possible safety hazard near West Parking Garage.,True
WR000245,,Anonymous,2025-01-31,Property Damage,Northgate Hall,Low,Reporter describes an incident involving property damage that occurred at Northgate Hall.,True
WR000246,S005376,Student,2025-02-03,Mental Health Concern,Off-Campus Housing,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000247,,Student,2025-02-04,Other,West Parking Garage,Medium,Reporter describes an incident involving other that occurred at West Parking Garage.,False
WR000248,,Staff,2025-02-05,Alcohol/Drug Concern,Founders Hall,Medium,A concern was submitted regarding possible alcohol/drug concern near Founders Hall.,False
WR000249,S006219,Anonymous,2025-02-05,Mental Health Concern,Library,Low,Submission describes an ongoing issue related to mental health concern at Library.,True
WR000250,S006102,Student,2025-02-06,Property Damage,Maple Ridge Hall,High,Submission describes an ongoing issue related to property damage at Maple Ridge Hall.,False
WR000251,,Anonymous,2025-02-07,Alcohol/Drug Concern,Sunrise Commons,Medium,Reporter describes an incident involving alcohol/drug concern that occurred at Sunrise Commons.,True
WR000252,S002264,Faculty,2025-02-07,Sexual Misconduct,Online / Remote,Medium,Submission describes an ongoing issue related to sexual misconduct at Online / Remote.,False
WR000253,S009384,Faculty,2025-02-08,Property Damage,Bellview Hall,Medium,Reporter describes an incident involving property damage that occurred at Bellview Hall.,False
WR000254,,Anonymous,2025-02-08,Theft,Off-Campus,Low,Reporter states they witnessed behavior consistent with theft.,True
WR000255,,Staff,2025-02-10,Theft,Off-Campus Housing,Urgent,Reporter describes an incident involving theft that occurred at Off-Campus Housing.,False
WR000256,S000643,Staff,2025-02-10,Academic Dishonesty,Sunrise Commons,Low,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000257,S006491,Anonymous,2025-02-10,Mental Health Concern,Fine Arts Center,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000258,,Anonymous,2025-02-10,Mental Health Concern,Fine Arts Center,Medium,Submission describes an ongoing issue related to mental health concern at Fine Arts Center.,True
WR000259,,Student,2025-02-11,Bullying/Harassment,Stadium,Medium,Submission describes an ongoing issue related to bullying/harassment at Stadium.,False
WR000260,,Student,2025-02-12,Hazing,Online / Remote,Low,Submission describes an ongoing issue related to hazing at Online / Remote.,False
WR000261,S006602,Community Member,2025-02-13,Hazing,Cedar Crest Hall,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000262,,Faculty,2025-02-14,Academic Dishonesty,Off-Campus Housing,Low,Submission describes an ongoing issue related to academic dishonesty at Off-Campus Housing.,False
WR000263,S000506,Community Member,2025-02-14,Bullying/Harassment,Founders Hall,Low,Submission describes an ongoing issue related to bullying/harassment at Founders Hall.,False
WR000264,,Community Member,2025-02-15,Mental Health Concern,Fine Arts Center,Low,A concern was submitted regarding possible mental health concern near Fine Arts Center.,False
WR000265,,Staff,2025-02-16,Other,Birchwood Hall,Low,A concern was submitted regarding possible other near Birchwood Hall.,False
WR000266,,Anonymous,2025-02-18,Safety Hazard,Aspen Court,Urgent,Reporter describes an incident involving safety hazard that occurred at Aspen Court.,True
WR000267,S000405,Student,2025-02-18,Bias Incident,Sunrise Commons,Medium,Submission describes an ongoing issue related to bias incident at Sunrise Commons.,False
WR000268,,Anonymous,2025-02-19,Property Damage,Fine Arts Center,Medium,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000269,,Student,2025-02-19,Alcohol/Drug Concern,Northgate Hall,Low,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000270,S007441,Student,2025-02-20,Mental Health Concern,Recreation Center,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000271,,Faculty,2025-02-20,Bullying/Harassment,East Lot,High,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000272,,Staff,2025-02-20,Property Damage,Stadium,Low,Reporter states they witnessed behavior consistent with property damage.,False
WR000273,S000903,Anonymous,2025-02-20,Bias Incident,Engineering Annex,Urgent,A concern was submitted regarding possible bias incident near Engineering Annex.,True
WR000274,S004690,Community Member,2025-02-21,Mental Health Concern,Maple Ridge Hall,Low,Reporter describes an incident involving mental health concern that occurred at Maple Ridge Hall.,False
WR000275,,Staff,2025-02-22,Safety Hazard,Off-Campus Housing,Medium,Reporter describes an incident involving safety hazard that occurred at Off-Campus Housing.,False
WR000276,,Anonymous,2025-02-22,Discrimination,Birchwood Hall,Low,A concern was submitted regarding possible discrimination near Birchwood Hall.,True
WR000277,,Staff,2025-02-23,Other,Online / Remote,Urgent,Reporter states they witnessed behavior consistent with other.,False
WR000278,S009785,Community Member,2025-02-24,Bias Incident,Stadium,Low,Submission describes an ongoing issue related to bias incident at Stadium.,False
WR000279,S004309,Anonymous,2025-02-24,Theft,Birchwood Hall,Medium,Reporter states they witnessed behavior consistent with theft.,True
WR000280,S005566,Staff,2025-02-26,Mental Health Concern,Fine Arts Center,Low,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000281,S004414,Anonymous,2025-02-27,Other,Summit House,Medium,Concern raised about other; reporter requests follow-up from staff.,True
WR000282,S007704,Faculty,2025-02-28,Safety Hazard,Recreation Center,High,Reporter describes an incident involving safety hazard that occurred at Recreation Center.,False
WR000283,,Anonymous,2025-03-02,Safety Hazard,Northgate Hall,High,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000284,,Community Member,2025-03-04,Bullying/Harassment,Off-Campus,Medium,Reporter describes an incident involving bullying/harassment that occurred at Off-Campus.,False
WR000285,,Faculty,2025-03-06,Sexual Misconduct,East Lot,Low,Reporter describes an incident involving sexual misconduct that occurred at East Lot.,False
WR000286,,Staff,2025-03-06,Academic Dishonesty,Science Building,Medium,Submission describes an ongoing issue related to academic dishonesty at Science Building.,False
WR000287,,Anonymous,2025-03-06,Theft,Library,Low,Reporter states they witnessed behavior consistent with theft.,True
WR000288,S000571,Student,2025-03-08,Sexual Misconduct,East Lot,Medium,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000289,S002070,Student,2025-03-08,Bias Incident,Maple Ridge Hall,High,Reporter describes an incident involving bias incident that occurred at Maple Ridge Hall.,False
WR000290,,Anonymous,2025-03-09,Bias Incident,Meadowbrook Hall,Medium,Reporter describes an incident involving bias incident that occurred at Meadowbrook Hall.,True
WR000291,,Student,2025-03-11,Other,Stadium,Medium,A concern was submitted regarding possible other near Stadium.,False
WR000292,S000053,Student,2025-03-11,Bias Incident,Sunrise Commons,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000293,S005099,Student,2025-03-11,Bias Incident,Harborview Hall,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000294,,Anonymous,2025-03-12,Other,Main Quad,Low,Reporter describes an incident involving other that occurred at Main Quad.,True
WR000295,,Staff,2025-03-12,Bias Incident,Founders Hall,Low,A concern was submitted regarding possible bias incident near Founders Hall.,False
WR000296,S009586,Student,2025-03-12,Bias Incident,Off-Campus,Urgent,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000297,,Anonymous,2025-03-12,Hazing,West Parking Garage,Medium,Reporter states they witnessed behavior consistent with hazing.,True
WR000298,,Parent,2025-03-12,Mental Health Concern,Summit House,Urgent,Submission describes an ongoing issue related to mental health concern at Summit House.,False
WR000299,,Anonymous,2025-03-14,Other,Cedar Crest Hall,Urgent,A concern was submitted regarding possible other near Cedar Crest Hall.,True
WR000300,,Anonymous,2025-03-15,Bias Incident,Summit House,Medium,A concern was submitted regarding possible bias incident near Summit House.,True
WR000301,S005662,Anonymous,2025-03-17,Alcohol/Drug Concern,Harborview Hall,High,Reporter states they witnessed behavior consistent with alcohol/drug concern.,True
WR000302,S001180,Student,2025-03-19,Safety Hazard,Lakeside Terrace,Urgent,A concern was submitted regarding possible safety hazard near Lakeside Terrace.,False
WR000303,,Anonymous,2025-03-19,Academic Dishonesty,Student Union,High,Reporter describes an incident involving academic dishonesty that occurred at Student Union.,True
WR000304,S009821,Faculty,2025-03-19,Academic Dishonesty,East Lot,Low,A concern was submitted regarding possible academic dishonesty near East Lot.,False
WR000305,S005222,Community Member,2025-03-20,Sexual Misconduct,Online / Remote,Low,Submission describes an ongoing issue related to sexual misconduct at Online / Remote.,False
WR000306,S001390,Community Member,2025-03-21,Sexual Misconduct,West Parking Garage,High,Reporter describes an incident involving sexual misconduct that occurred at West Parking Garage.,False
WR000307,S007760,Faculty,2025-03-21,Sexual Misconduct,Harborview Hall,Medium,Submission describes an ongoing issue related to sexual misconduct at Harborview Hall.,False
WR000308,S006189,Anonymous,2025-03-21,Hazing,Recreation Center,Medium,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000309,S001022,Anonymous,2025-03-22,Other,Northgate Hall,Medium,Reporter describes an incident involving other that occurred at Northgate Hall.,True
WR000310,,Community Member,2025-03-24,Bullying/Harassment,Maple Ridge Hall,Low,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000311,,Faculty,2025-03-24,Bias Incident,Riverbend Hall,Medium,Submission describes an ongoing issue related to bias incident at Riverbend Hall.,False
WR000312,S001783,Student,2025-03-24,Discrimination,Lakeside Terrace,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000313,,Student,2025-03-24,Discrimination,Northgate Hall,Low,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000314,,Anonymous,2025-03-24,Safety Hazard,Recreation Center,High,Reporter describes an incident involving safety hazard that occurred at Recreation Center.,True
WR000315,S006271,Student,2025-03-24,Alcohol/Drug Concern,West Parking Garage,High,A concern was submitted regarding possible alcohol/drug concern near West Parking Garage.,False
WR000316,,Anonymous,2025-03-27,Theft,Recreation Center,Medium,Reporter describes an incident involving theft that occurred at Recreation Center.,True
WR000317,,Staff,2025-03-27,Bullying/Harassment,Stadium,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000318,,Anonymous,2025-03-27,Bullying/Harassment,Summit House,Low,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000319,S007514,Anonymous,2025-03-28,Property Damage,Lakeside Terrace,High,A concern was submitted regarding possible property damage near Lakeside Terrace.,True
WR000320,S001966,Student,2025-03-29,Bullying/Harassment,Recreation Center,High,Reporter describes an incident involving bullying/harassment that occurred at Recreation Center.,False
WR000321,S006433,Student,2025-03-29,Discrimination,Sunrise Commons,Medium,Submission describes an ongoing issue related to discrimination at Sunrise Commons.,False
WR000322,S002922,Staff,2025-03-30,Safety Hazard,Birchwood Hall,Medium,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000323,S005143,Anonymous,2025-03-31,Discrimination,Northgate Hall,High,A concern was submitted regarding possible discrimination near Northgate Hall.,True
WR000324,S001121,Anonymous,2025-03-31,Hazing,Sunrise Commons,Medium,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000325,S000056,Anonymous,2025-03-31,Sexual Misconduct,Summit House,Urgent,A concern was submitted regarding possible sexual misconduct near Summit House.,True
WR000326,,Student,2025-04-01,Property Damage,Sunrise Commons,High,Reporter describes an incident involving property damage that occurred at Sunrise Commons.,False
WR000327,S000604,Anonymous,2025-04-01,Property Damage,Off-Campus,Medium,Reporter describes an incident involving property damage that occurred at Off-Campus.,True
WR000328,,Parent,2025-04-01,Bullying/Harassment,Founders Hall,High,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000329,S007441,Community Member,2025-04-02,Safety Hazard,Northgate Hall,Low,Reporter describes an incident involving safety hazard that occurred at Northgate Hall.,False
WR000330,S007957,Anonymous,2025-04-02,Sexual Misconduct,Bellview Hall,Urgent,Concern raised about sexual misconduct; reporter requests follow-up from staff.,True
WR000331,,Community Member,2025-04-02,Property Damage,East Lot,Urgent,A concern was submitted regarding possible property damage near East Lot.,False
WR000332,,Community Member,2025-04-03,Theft,Science Building,Low,Reporter describes an incident involving theft that occurred at Science Building.,False
WR000333,S005047,Anonymous,2025-04-04,Bias Incident,Founders Hall,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000334,,Anonymous,2025-04-04,Mental Health Concern,Meadowbrook Hall,High,Reporter describes an incident involving mental health concern that occurred at Meadowbrook Hall.,True
WR000335,,Parent,2025-04-04,Other,Summit House,Low,Concern raised about other; reporter requests follow-up from staff.,False
WR000336,S008552,Student,2025-04-05,Bias Incident,Online / Remote,Urgent,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000337,S007242,Faculty,2025-04-06,Theft,Off-Campus,Medium,Concern raised about theft; reporter requests follow-up from staff.,False
WR000338,S006678,Faculty,2025-04-07,Safety Hazard,Aspen Court,Medium,Submission describes an ongoing issue related to safety hazard at Aspen Court.,False
WR000339,S001009,Community Member,2025-04-08,Other,Main Quad,High,Submission describes an ongoing issue related to other at Main Quad.,False
WR000340,,Staff,2025-04-09,Mental Health Concern,Maple Ridge Hall,High,Reporter describes an incident involving mental health concern that occurred at Maple Ridge Hall.,False
WR000341,,Faculty,2025-04-09,Bias Incident,Main Quad,Medium,A concern was submitted regarding possible bias incident near Main Quad.,False
WR000342,S006057,Student,2025-04-10,Mental Health Concern,Online / Remote,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000343,S003721,Anonymous,2025-04-10,Property Damage,Recreation Center,Medium,A concern was submitted regarding possible property damage near Recreation Center.,True
WR000344,S000431,Student,2025-04-11,Hazing,Fine Arts Center,Medium,A concern was submitted regarding possible hazing near Fine Arts Center.,False
WR000345,S009661,Anonymous,2025-04-11,Safety Hazard,Maple Ridge Hall,High,Submission describes an ongoing issue related to safety hazard at Maple Ridge Hall.,True
WR000346,,Staff,2025-04-12,Bias Incident,Stadium,High,Reporter states they witnessed behavior consistent with bias incident.,False
WR000347,,Student,2025-04-12,Bullying/Harassment,West Parking Garage,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000348,,Parent,2025-04-13,Bullying/Harassment,Bellview Hall,High,Reporter describes an incident involving bullying/harassment that occurred at Bellview Hall.,False
WR000349,S006579,Staff,2025-04-16,Sexual Misconduct,Sunrise Commons,Low,A concern was submitted regarding possible sexual misconduct near Sunrise Commons.,False
WR000350,,Faculty,2025-04-16,Theft,Bike Path,Low,Reporter states they witnessed behavior consistent with theft.,False
WR000351,S006151,Anonymous,2025-04-17,Discrimination,Birchwood Hall,Medium,Reporter describes an incident involving discrimination that occurred at Birchwood Hall.,True
WR000352,S008581,Anonymous,2025-04-17,Bullying/Harassment,Sunrise Commons,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,True
WR000353,S006497,Student,2025-04-17,Bias Incident,Meadowbrook Hall,Low,A concern was submitted regarding possible bias incident near Meadowbrook Hall.,False
WR000354,S001635,Anonymous,2025-04-18,Discrimination,Library,Medium,Submission describes an ongoing issue related to discrimination at Library.,True
WR000355,,Student,2025-04-20,Property Damage,Highland Hall,Medium,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000356,S006605,Student,2025-04-20,Other,Birchwood Hall,Medium,A concern was submitted regarding possible other near Birchwood Hall.,False
WR000357,,Anonymous,2025-04-22,Other,Sunrise Commons,Medium,A concern was submitted regarding possible other near Sunrise Commons.,True
WR000358,,Student,2025-04-22,Theft,Meadowbrook Hall,Low,A concern was submitted regarding possible theft near Meadowbrook Hall.,False
WR000359,,Faculty,2025-04-22,Alcohol/Drug Concern,West Parking Garage,High,A concern was submitted regarding possible alcohol/drug concern near West Parking Garage.,False
WR000360,S003177,Parent,2025-04-22,Bullying/Harassment,Recreation Center,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000361,,Anonymous,2025-04-25,Alcohol/Drug Concern,Aspen Court,Low,Submission describes an ongoing issue related to alcohol/drug concern at Aspen Court.,True
WR000362,S007852,Community Member,2025-04-25,Discrimination,Stadium,High,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000363,S005677,Community Member,2025-04-25,Safety Hazard,Willow Creek Hall,High,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000364,,Staff,2025-04-25,Hazing,Off-Campus,Medium,A concern was submitted regarding possible hazing near Off-Campus.,False
WR000365,,Anonymous,2025-04-26,Discrimination,Lakeside Terrace,Medium,Submission describes an ongoing issue related to discrimination at Lakeside Terrace.,True
WR000366,S000408,Anonymous,2025-04-26,Hazing,Engineering Annex,Low,Reporter states they witnessed behavior consistent with hazing.,True
WR000367,,Staff,2025-04-28,Mental Health Concern,Riverbend Hall,High,Reporter describes an incident involving mental health concern that occurred at Riverbend Hall.,False
WR000368,,Student,2025-04-28,Safety Hazard,Lakeside Terrace,High,Reporter describes an incident involving safety hazard that occurred at Lakeside Terrace.,False
WR000369,,Student,2025-04-28,Property Damage,Founders Hall,Medium,Submission describes an ongoing issue related to property damage at Founders Hall.,False
WR000370,,Anonymous,2025-04-29,Sexual Misconduct,Meadowbrook Hall,High,A concern was submitted regarding possible sexual misconduct near Meadowbrook Hall.,True
WR000371,,Student,2025-04-30,Other,Lakeside Terrace,Medium,Reporter states they witnessed behavior consistent with other.,False
WR000372,,Student,2025-04-30,Sexual Misconduct,Stadium,High,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000373,S001031,Student,2025-05-03,Discrimination,Science Building,Medium,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000374,S005393,Student,2025-05-03,Bias Incident,Northgate Hall,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000375,,Student,2025-05-04,Discrimination,Off-Campus Housing,Low,A concern was submitted regarding possible discrimination near Off-Campus Housing.,False
WR000376,,Staff,2025-05-06,Sexual Misconduct,Riverbend Hall,Medium,A concern was submitted regarding possible sexual misconduct near Riverbend Hall.,False
WR000377,,Community Member,2025-05-06,Sexual Misconduct,Founders Hall,Low,Reporter describes an incident involving sexual misconduct that occurred at Founders Hall.,False
WR000378,,Community Member,2025-05-07,Sexual Misconduct,Founders Hall,Medium,A concern was submitted regarding possible sexual misconduct near Founders Hall.,False
WR000379,S003125,Student,2025-05-08,Academic Dishonesty,Lakeside Terrace,Medium,Submission describes an ongoing issue related to academic dishonesty at Lakeside Terrace.,False
WR000380,S005082,Community Member,2025-05-08,Mental Health Concern,Engineering Annex,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000381,S001736,Student,2025-05-08,Mental Health Concern,Riverbend Hall,Low,Submission describes an ongoing issue related to mental health concern at Riverbend Hall.,False
WR000382,,Staff,2025-05-09,Academic Dishonesty,Recreation Center,Low,Reporter describes an incident involving academic dishonesty that occurred at Recreation Center.,False
WR000383,S006535,Student,2025-05-10,Mental Health Concern,Main Quad,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000384,S000080,Student,2025-05-10,Discrimination,Recreation Center,Urgent,Reporter states they witnessed behavior consistent with discrimination.,False
WR000385,,Community Member,2025-05-12,Alcohol/Drug Concern,Engineering Annex,Medium,A concern was submitted regarding possible alcohol/drug concern near Engineering Annex.,False
WR000386,,Student,2025-05-13,Sexual Misconduct,Meadowbrook Hall,High,A concern was submitted regarding possible sexual misconduct near Meadowbrook Hall.,False
WR000387,,Student,2025-05-14,Safety Hazard,Engineering Annex,Medium,Submission describes an ongoing issue related to safety hazard at Engineering Annex.,False
WR000388,S009727,Student,2025-05-15,Theft,Riverbend Hall,High,Reporter states they witnessed behavior consistent with theft.,False
WR000389,,Anonymous,2025-05-15,Academic Dishonesty,Harborview Hall,High,Submission describes an ongoing issue related to academic dishonesty at Harborview Hall.,True
WR000390,S005138,Student,2025-05-16,Alcohol/Drug Concern,Sunrise Commons,Medium,Reporter describes an incident involving alcohol/drug concern that occurred at Sunrise Commons.,False
WR000391,,Faculty,2025-05-17,Bullying/Harassment,Stadium,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000392,S007621,Staff,2025-05-18,Academic Dishonesty,East Lot,Urgent,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000393,S001433,Anonymous,2025-05-19,Safety Hazard,Student Union,High,Submission describes an ongoing issue related to safety hazard at Student Union.,True
WR000394,S007740,Staff,2025-05-19,Bias Incident,Lakeside Terrace,Medium,A concern was submitted regarding possible bias incident near Lakeside Terrace.,False
WR000395,S004421,Anonymous,2025-05-20,Discrimination,Highland Hall,High,Reporter states they witnessed behavior consistent with discrimination.,True
WR000396,S005133,Student,2025-05-20,Safety Hazard,Meadowbrook Hall,Low,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000397,,Staff,2025-05-21,Bullying/Harassment,Lakeside Terrace,Medium,A concern was submitted regarding possible bullying/harassment near Lakeside Terrace.,False
WR000398,S000145,Faculty,2025-05-21,Other,Cedar Crest Hall,Medium,Submission describes an ongoing issue related to other at Cedar Crest Hall.,False
WR000399,,Student,2025-05-22,Hazing,Birchwood Hall,Medium,Submission describes an ongoing issue related to hazing at Birchwood Hall.,False
WR000400,,Parent,2025-05-23,Academic Dishonesty,Off-Campus Housing,Medium,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000401,S008178,Community Member,2025-05-23,Bias Incident,Founders Hall,Medium,Reporter describes an incident involving bias incident that occurred at Founders Hall.,False
WR000402,S004032,Community Member,2025-05-23,Hazing,Maple Ridge Hall,Low,A concern was submitted regarding possible hazing near Maple Ridge Hall.,False
WR000403,S005342,Staff,2025-05-24,Theft,Lakeside Terrace,Low,Reporter describes an incident involving theft that occurred at Lakeside Terrace.,False
WR000404,,Student,2025-05-24,Academic Dishonesty,Library,High,A concern was submitted regarding possible academic dishonesty near Library.,False
WR000405,S005813,Community Member,2025-05-24,Academic Dishonesty,Online / Remote,Low,Submission describes an ongoing issue related to academic dishonesty at Online / Remote.,False
WR000406,,Anonymous,2025-05-25,Alcohol/Drug Concern,Main Quad,Low,Reporter states they witnessed behavior consistent with alcohol/drug concern.,True
WR000407,,Faculty,2025-05-25,Academic Dishonesty,Engineering Annex,Low,Reporter describes an incident involving academic dishonesty that occurred at Engineering Annex.,False
WR000408,,Anonymous,2025-05-27,Property Damage,Student Union,Low,Reporter describes an incident involving property damage that occurred at Student Union.,True
WR000409,,Student,2025-05-28,Other,Main Quad,High,Reporter describes an incident involving other that occurred at Main Quad.,False
WR000410,,Parent,2025-05-28,Academic Dishonesty,Off-Campus Housing,Low,Reporter describes an incident involving academic dishonesty that occurred at Off-Campus Housing.,False
WR000411,,Anonymous,2025-05-31,Other,Stadium,Medium,Reporter states they witnessed behavior consistent with other.,True
WR000412,S004450,Student,2025-05-31,Other,Founders Hall,Medium,A concern was submitted regarding possible other near Founders Hall.,False
WR000413,S001758,Anonymous,2025-06-02,Bullying/Harassment,Fine Arts Center,High,Reporter states they witnessed behavior consistent with bullying/harassment.,True
WR000414,S009767,Student,2025-06-03,Academic Dishonesty,Summit House,Medium,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000415,S001375,Faculty,2025-06-03,Bullying/Harassment,Aspen Court,High,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000416,S006535,Staff,2025-06-05,Academic Dishonesty,Founders Hall,Medium,Reporter describes an incident involving academic dishonesty that occurred at Founders Hall.,False
WR000417,S007957,Anonymous,2025-06-05,Sexual Misconduct,Bellview Hall,Low,Reporter describes an incident involving sexual misconduct that occurred at Bellview Hall.,True
WR000418,,Anonymous,2025-06-07,Theft,Recreation Center,High,Reporter states they witnessed behavior consistent with theft.,True
